,token,year,frequency,pages,books
14745,data8,1951,4,4,4
14746,data8,1952,1,1,1
14747,data8,1953,5,5,5
14748,data8,1956,2,2,2
14749,data8,1958,1,1,1
14750,data8,1959,2,2,2
14751,data8,1961,2,2,2
14752,data8,1963,2,2,2
14753,data8,1964,2,2,2
14754,data8,1965,2,2,2
14755,data8,1966,8,7,6
14756,data8,1967,2,2,2
14757,data8,1968,2,2,2
14758,data8,1969,2,2,2
14759,data8,1970,4,4,4
14760,data8,1971,4,4,4
14761,data8,1972,5,5,5
14762,data8,1973,5,5,5
14763,data8,1974,1,1,1
14764,data8,1976,3,3,3
14765,data8,1977,4,4,4
14766,data8,1978,1,1,1
14767,data8,1979,1,1,1
14768,data8,1980,1,1,1
14769,data8,1981,3,3,3
14770,data8,1982,3,3,3
14771,data8,1983,5,5,5
14772,data8,1984,5,5,5
14773,data8,1985,1,1,1
14774,data8,1986,7,7,5
14775,data8,1987,2,2,2
14776,data8,1988,2,2,2
14777,data8,1989,2,2,2
14778,data8,1990,2,2,2
14779,data8,1991,2,2,2
14780,data8,1992,3,3,3
14781,data8,1993,3,3,3
14782,data8,1994,2,2,2
14783,data8,1995,1,1,1
14784,data8,1996,2,2,2
14785,data8,1997,3,3,3
14786,data8,1998,2,2,2
14787,data8,1999,2,2,2
14788,data8,2000,9,7,6
14789,data8,2003,3,3,3
14790,data8,2006,2,2,2
14791,data8,2007,3,3,3
14792,data8,2008,1,1,1
14793,dataacquisition,1939,1,1,1
14794,dataacquisition,1959,2,2,1
14795,dataacquisition,1964,4,4,4
14796,dataacquisition,1965,1,1,1
14797,dataacquisition,1969,1,1,1
14798,dataacquisition,1971,2,2,2
14799,dataacquisition,1972,3,3,3
14800,dataacquisition,1973,9,8,2
14801,dataacquisition,1975,2,2,2
14802,dataacquisition,1976,3,3,2
14803,dataacquisition,1977,3,3,3
14804,dataacquisition,1979,2,2,2
14805,dataacquisition,1980,5,5,5
14806,dataacquisition,1982,1,1,1
14807,dataacquisition,1983,2,2,2
14808,dataacquisition,1984,1,1,1
14809,dataacquisition,1986,3,3,3
14810,dataacquisition,1987,5,5,5
14811,dataacquisition,1988,1,1,1
14812,dataacquisition,1989,2,2,2
14813,dataacquisition,1990,2,2,2
14814,dataacquisition,1991,1,1,1
14815,dataacquisition,1992,6,6,2
14816,dataacquisition,1993,3,3,2
14817,dataacquisition,1994,1,1,1
14818,dataacquisition,1995,2,2,2
14819,dataacquisition,1997,11,10,8
14820,dataacquisition,1998,1,1,1
14821,dataacquisition,2000,1,1,1
14822,dataacquisition,2001,2,2,2
14823,dataacquisition,2003,5,5,2
14824,dataacquisition,2004,2,2,2
14825,dataacquisition,2005,1,1,1
14826,dataacquisition,2006,1,1,1
14827,dataacquisition,2007,1,1,1
14828,datacenter,1964,6,2,1
14829,datacenter,1965,1,1,1
14830,datacenter,1966,1,1,1
14831,datacenter,1969,1,1,1
14832,datacenter,1977,4,1,1
14833,datacenter,1982,1,1,1
14834,datacenter,1983,1,1,1
14835,datacenter,1984,1,1,1
14836,datacenter,1985,1,1,1
14837,datacenter,1986,1,1,1
14838,datacenter,1987,1,1,1
14839,datacenter,1988,1,1,1
14840,datacenter,1992,3,3,3
14841,datacenter,1993,9,7,1
14842,datacenter,1997,2,1,1
14843,datacenter,1999,1,1,1
14844,datacenter,2000,29,18,1
14845,datacenter,2001,5,3,1
14846,datacenter,2002,7,6,3
14847,datacenter,2003,3,3,3
14848,datacenter,2004,5,5,4
14849,datacenter,2005,7,7,3
14850,datacenter,2006,15,11,6
14851,datacenter,2007,4,4,3
14852,datacenter,2008,13,12,4
14853,datacollecting,1935,1,1,1
14854,datacollecting,1938,3,3,3
14855,datacollecting,1950,2,2,2
14856,datacollecting,1951,2,2,2
14857,datacollecting,1952,2,2,2
14858,datacollecting,1953,6,6,6
14859,datacollecting,1954,1,1,1
14860,datacollecting,1957,3,3,3
14861,datacollecting,1958,1,1,1
14862,datacollecting,1959,3,3,1
14863,datacollecting,1961,3,3,2
14864,datacollecting,1962,2,2,1
14865,datacollecting,1963,1,1,1
14866,datacollecting,1964,4,4,4
14867,datacollecting,1965,1,1,1
14868,datacollecting,1968,4,4,4
14869,datacollecting,1969,2,2,2
14870,datacollecting,1970,2,2,1
14871,datacollecting,1971,5,5,5
14872,datacollecting,1972,5,5,5
14873,datacollecting,1973,5,5,5
14874,datacollecting,1975,3,3,3
14875,datacollecting,1976,3,3,2
14876,datacollecting,1977,5,5,5
14877,datacollecting,1978,2,2,2
14878,datacollecting,1979,1,1,1
14879,datacollecting,1980,2,2,2
14880,datacollecting,1981,5,5,5
14881,datacollecting,1982,4,4,3
14882,datacollecting,1983,1,1,1
14883,datacollecting,1984,2,2,2
14884,datacollecting,1985,3,3,3
14885,datacollecting,1986,6,5,4
14886,datacollecting,1987,3,3,3
14887,datacollecting,1988,2,2,2
14888,datacollecting,1989,2,2,2
14889,datacollecting,1991,1,1,1
14890,datacollecting,1992,1,1,1
14891,datacollecting,1993,1,1,1
14892,datacollecting,1994,2,2,2
14893,datacollecting,1995,3,3,3
14894,datacollecting,1997,2,2,2
14895,datacollecting,1998,2,2,2
14896,datacollecting,1999,2,2,2
14897,datacollecting,2001,1,1,1
14898,datacollecting,2003,1,1,1
14899,datacollecting,2004,2,2,2
14900,datacollecting,2005,2,2,2
14901,datacollecting,2006,1,1,1
14902,dataloggers,1973,1,1,1
14903,dataloggers,1979,1,1,1
14904,dataloggers,1983,1,1,1
14905,dataloggers,1985,1,1,1
14906,dataloggers,1986,1,1,1
14907,dataloggers,1989,1,1,1
14908,dataloggers,1990,9,7,3
14909,dataloggers,1991,1,1,1
14910,dataloggers,1992,1,1,1
14911,dataloggers,1993,14,11,5
14912,dataloggers,1994,9,8,2
14913,dataloggers,1995,6,6,2
14914,dataloggers,1996,1,1,1
14915,dataloggers,1997,4,4,4
14916,dataloggers,1998,18,14,6
14917,dataloggers,1999,5,4,3
14918,dataloggers,2000,9,6,2
14919,dataloggers,2001,11,7,4
14920,dataloggers,2002,6,6,5
14921,dataloggers,2003,5,3,2
14922,dataloggers,2005,3,3,2
14923,dataloggers,2006,1,1,1
14924,datastore,1984,3,3,1
14925,datastore,1985,1,1,1
14926,datastore,1986,1,1,1
14927,datastore,1988,1,1,1
14928,datastore,1989,2,1,1
14929,datastore,1990,18,12,3
14930,datastore,1991,4,3,2
14931,datastore,1992,4,3,3
14932,datastore,1993,2,2,1
14933,datastore,1994,7,6,2
14934,datastore,1995,2,1,1
14935,datastore,1996,2,2,1
14936,datastore,1998,1,1,1
14937,datastore,1999,26,8,1
14938,datastore,2000,5,4,3
14939,datastore,2001,5,3,2
14940,datastore,2002,15,11,6
14941,datastore,2003,27,15,4
14942,datastore,2004,5,5,4
14943,datastore,2005,14,8,2
14944,datastore,2006,26,15,4
14945,datastore,2007,20,8,2
14946,datastore,2008,5,4,1
14947,datato,1753,1,1,1
14948,datato,1872,3,3,1
14949,datato,1873,1,1,1
14950,datato,1877,1,1,1
14951,datato,1878,1,1,1
14952,datato,1890,1,1,1
14953,datato,1907,1,1,1
14954,datato,1933,1,1,1
14955,datato,1935,1,1,1
14956,datato,1951,1,1,1
14957,datato,1954,1,1,1
14958,datato,1957,1,1,1
14959,datato,1958,2,2,2
14960,datato,1963,2,2,2
14961,datato,1965,1,1,1
14962,datato,1967,3,3,3
14963,datato,1968,1,1,1
14964,datato,1972,2,2,2
14965,datato,1973,1,1,1
14966,datato,1976,1,1,1
14967,datato,1978,2,2,1
14968,datato,1980,4,4,3
14969,datato,1982,8,6,3
14970,datato,1983,1,1,1
14971,datato,1984,3,2,2
14972,datato,1985,3,3,1
14973,datato,1986,2,2,2
14974,datato,1988,2,2,2
14975,datato,1989,1,1,1
14976,datato,1991,1,1,1
14977,datato,1992,1,1,1
14978,datato,1994,2,2,2
14979,datato,1995,2,2,2
14980,datato,1996,1,1,1
14981,datato,1997,1,1,1
14982,datato,1998,3,3,3
14983,datato,1999,1,1,1
14984,datato,2002,5,5,2
14985,datato,2003,2,2,2
14986,datato,2005,3,3,2
14987,datato,2006,1,1,1
14988,gradatamente,1799,2,2,2
14989,gradatamente,1828,1,1,1
14990,gradatamente,1872,1,1,1
14991,gradatamente,1890,1,1,1
14992,gradatamente,1893,1,1,1
14993,gradatamente,1898,1,1,1
14994,gradatamente,1901,1,1,1
14995,gradatamente,1905,1,1,1
14996,gradatamente,1906,2,2,2
14997,gradatamente,1917,1,1,1
14998,gradatamente,1933,1,1,1
14999,gradatamente,1939,1,1,1
15000,gradatamente,1955,3,3,2
15001,gradatamente,1956,2,2,2
15002,gradatamente,1957,3,3,1
15003,gradatamente,1964,2,2,2
15004,gradatamente,1966,3,3,1
15005,gradatamente,1967,1,1,1
15006,gradatamente,1968,2,2,2
15007,gradatamente,1969,1,1,1
15008,gradatamente,1970,4,4,2
15009,gradatamente,1973,2,2,2
15010,gradatamente,1974,1,1,1
15011,gradatamente,1977,1,1,1
15012,gradatamente,1978,1,1,1
15013,gradatamente,1979,1,1,1
15014,gradatamente,1980,1,1,1
15015,gradatamente,1986,3,3,1
15016,gradatamente,1988,3,3,3
15017,gradatamente,1989,2,1,1
15018,macidata,1800,1,1,1
15019,macidata,1831,2,2,2
15020,macidata,1833,1,1,1
15021,macidata,1835,1,1,1
15022,macidata,1837,1,1,1
15023,macidata,1851,1,1,1
15024,macidata,1852,3,3,3
15025,macidata,1863,1,1,1
15026,macidata,1868,1,1,1
15027,macidata,1870,1,1,1
15028,macidata,1872,1,1,1
15029,macidata,1878,1,1,1
15030,macidata,1880,1,1,1
15031,macidata,1881,2,2,2
15032,macidata,1884,1,1,1
15033,macidata,1888,1,1,1
15034,macidata,1891,1,1,1
15035,macidata,1893,3,3,3
15036,macidata,1897,2,2,2
15037,macidata,1902,2,2,2
15038,macidata,1906,1,1,1
15039,macidata,1909,1,1,1
15040,macidata,1910,3,3,3
15041,macidata,1911,1,1,1
15042,macidata,1913,2,2,2
15043,macidata,1916,1,1,1
15044,macidata,1919,1,1,1
15045,macidata,1922,2,2,2
15046,macidata,1931,1,1,1
15047,macidata,1934,1,1,1
15048,macidata,1936,1,1,1
15049,macidata,1937,1,1,1
15050,macidata,1939,1,1,1
15051,macidata,1940,1,1,1
15052,macidata,1941,1,1,1
15053,macidata,1945,2,2,1
15054,macidata,1946,1,1,1
15055,macidata,1947,1,1,1
15056,macidata,1948,1,1,1
15057,macidata,1950,1,1,1
15058,macidata,1970,1,1,1
15059,macidata,1999,1,1,1
15060,macidata,2001,1,1,1
15061,mandataire,1803,3,3,3
15062,mandataire,1822,1,1,1
15063,mandataire,1830,2,2,2
15064,mandataire,1838,5,1,1
15065,mandataire,1839,1,1,1
15066,mandataire,1841,1,1,1
15067,mandataire,1842,2,2,2
15068,mandataire,1843,2,2,2
15069,mandataire,1845,5,5,5
15070,mandataire,1846,7,4,3
15071,mandataire,1849,1,1,1
15072,mandataire,1850,2,2,2
15073,mandataire,1852,2,2,1
15074,mandataire,1853,8,8,8
15075,mandataire,1854,1,1,1
15076,mandataire,1855,7,7,7
15077,mandataire,1856,6,2,2
15078,mandataire,1857,16,8,2
15079,mandataire,1858,10,4,1
15080,mandataire,1859,3,3,3
15081,mandataire,1860,12,5,3
15082,mandataire,1861,6,6,4
15083,mandataire,1862,10,5,1
15084,mandataire,1863,2,2,2
15085,mandataire,1864,6,2,2
15086,mandataire,1865,1,1,1
15087,mandataire,1866,50,13,2
15088,mandataire,1867,11,10,6
15089,mandataire,1868,2,2,2
15090,mandataire,1869,12,7,3
15091,mandataire,1870,2,2,1
15092,mandataire,1871,6,6,4
15093,mandataire,1872,2,2,2
15094,mandataire,1873,14,10,9
15095,mandataire,1874,19,10,4
15096,mandataire,1875,11,5,1
15097,mandataire,1877,4,3,2
15098,mandataire,1878,7,4,2
15099,mandataire,1879,3,3,2
15100,mandataire,1880,14,7,4
15101,mandataire,1881,8,8,6
15102,mandataire,1882,17,11,5
15103,mandataire,1883,2,2,2
15104,mandataire,1884,10,10,6
15105,mandataire,1885,8,5,1
15106,mandataire,1886,43,17,3
15107,mandataire,1887,33,25,10
15108,mandataire,1888,7,6,3
15109,mandataire,1889,43,31,8
15110,mandataire,1890,6,5,3
15111,mandataire,1891,9,5,3
15112,mandataire,1892,4,4,3
15113,mandataire,1893,5,4,4
15114,mandataire,1894,5,5,5
15115,mandataire,1895,2,2,2
15116,mandataire,1896,2,2,2
15117,mandataire,1897,2,2,2
15118,mandataire,1899,8,8,4
15119,mandataire,1900,6,6,3
15120,mandataire,1901,3,3,3
15121,mandataire,1902,5,5,5
15122,mandataire,1903,3,3,3
15123,mandataire,1904,9,9,6
15124,mandataire,1905,4,3,3
15125,mandataire,1906,2,2,2
15126,mandataire,1907,1,1,1
15127,mandataire,1908,4,3,3
15128,mandataire,1909,7,7,7
15129,mandataire,1910,8,8,4
15130,mandataire,1912,3,3,3
15131,mandataire,1913,4,2,2
15132,mandataire,1914,2,2,2
15133,mandataire,1915,2,2,2
15134,mandataire,1916,2,2,2
15135,mandataire,1917,1,1,1
15136,mandataire,1918,16,10,4
15137,mandataire,1919,4,4,4
15138,mandataire,1920,1,1,1
15139,mandataire,1921,3,3,1
15140,mandataire,1922,1,1,1
15141,mandataire,1924,2,1,1
15142,mandataire,1925,8,6,2
15143,mandataire,1926,9,8,6
15144,mandataire,1928,75,30,7
15145,mandataire,1929,4,4,2
15146,mandataire,1930,8,7,6
15147,mandataire,1931,89,54,8
15148,mandataire,1932,11,10,3
15149,mandataire,1933,21,19,3
15150,mandataire,1934,2,2,2
15151,mandataire,1935,3,3,3
15152,mandataire,1936,8,7,4
15153,mandataire,1938,3,3,3
15154,mandataire,1941,19,15,5
15155,mandataire,1942,1,1,1
15156,mandataire,1943,4,4,2
15157,mandataire,1945,1,1,1
15158,mandataire,1946,6,6,2
15159,mandataire,1947,2,2,2
15160,mandataire,1949,3,3,1
15161,mandataire,1950,3,3,3
15162,mandataire,1951,5,4,2
15163,mandataire,1953,3,3,3
15164,mandataire,1954,3,3,3
15165,mandataire,1955,1,1,1
15166,mandataire,1956,3,3,2
15167,mandataire,1957,3,2,2
15168,mandataire,1958,4,4,4
15169,mandataire,1959,17,11,5
15170,mandataire,1960,3,3,2
15171,mandataire,1961,4,4,4
15172,mandataire,1962,4,3,2
15173,mandataire,1964,2,2,2
15174,mandataire,1965,1,1,1
15175,mandataire,1967,1,1,1
15176,mandataire,1968,3,3,3
15177,mandataire,1969,26,16,1
15178,mandataire,1971,6,4,3
15179,mandataire,1973,2,2,2
15180,mandataire,1974,31,12,1
15181,mandataire,1975,5,5,4
15182,mandataire,1976,3,1,1
15183,mandataire,1977,3,3,3
15184,mandataire,1978,6,5,1
15185,mandataire,1980,4,2,2
15186,mandataire,1981,4,4,2
15187,mandataire,1982,1,1,1
15188,mandataire,1985,2,2,2
15189,mandataire,1986,1,1,1
15190,mandataire,1987,22,10,4
15191,mandataire,1988,7,6,4
15192,mandataire,1989,6,2,1
15193,mandataire,1990,9,6,3
15194,mandataire,1992,1,1,1
15195,mandataire,1993,1,1,1
15196,mandataire,1996,4,4,4
15197,mandataire,1997,1,1,1
15198,mandataire,1998,5,5,3
15199,mandataire,1999,4,4,2
15200,mandataire,2001,5,5,3
15201,mandataire,2002,1,1,1
15202,mandataire,2004,5,4,2
15203,mandataire,2005,2,1,1
15204,mandataire,2006,6,4,3
15205,mandataire,2007,2,2,2
15206,mandataire,2008,34,34,12
15207,mandatam,1795,1,1,1
15208,mandatam,1804,1,1,1
15209,mandatam,1807,1,1,1
15210,mandatam,1812,2,2,2
15211,mandatam,1814,1,1,1
15212,mandatam,1818,1,1,1
15213,mandatam,1821,2,1,1
15214,mandatam,1822,1,1,1
15215,mandatam,1823,2,2,2
15216,mandatam,1826,4,4,4
15217,mandatam,1828,1,1,1
15218,mandatam,1829,13,12,8
15219,mandatam,1830,8,8,8
15220,mandatam,1833,1,1,1
15221,mandatam,1834,1,1,1
15222,mandatam,1837,5,5,5
15223,mandatam,1838,1,1,1
15224,mandatam,1845,1,1,1
15225,mandatam,1846,3,3,1
15226,mandatam,1848,1,1,1
15227,mandatam,1850,1,1,1
15228,mandatam,1853,1,1,1
15229,mandatam,1854,4,4,4
15230,mandatam,1858,2,2,2
15231,mandatam,1859,1,1,1
15232,mandatam,1864,3,3,3
15233,mandatam,1865,5,5,2
15234,mandatam,1869,4,4,4
15235,mandatam,1870,6,6,3
15236,mandatam,1871,2,2,2
15237,mandatam,1872,5,5,5
15238,mandatam,1874,2,2,1
15239,mandatam,1876,2,2,2
15240,mandatam,1877,7,7,7
15241,mandatam,1878,4,4,3
15242,mandatam,1881,2,2,2
15243,mandatam,1883,2,2,2
15244,mandatam,1884,1,1,1
15245,mandatam,1887,3,3,3
15246,mandatam,1890,1,1,1
15247,mandatam,1893,1,1,1
15248,mandatam,1895,1,1,1
15249,mandatam,1897,3,3,3
15250,mandatam,1902,2,2,1
15251,mandatam,1904,2,2,2
15252,mandatam,1905,1,1,1
15253,mandatam,1907,1,1,1
15254,mandatam,1908,1,1,1
15255,mandatam,1913,2,2,2
15256,mandatam,1925,3,3,3
15257,mandatam,1926,2,2,2
15258,mandatam,1927,2,2,2
15259,mandatam,1931,1,1,1
15260,mandatam,1932,2,2,2
15261,mandatam,1935,3,3,3
15262,mandatam,1937,1,1,1
15263,mandatam,1938,2,2,2
15264,mandatam,1939,1,1,1
15265,mandatam,1944,1,1,1
15266,mandatam,1945,1,1,1
15267,mandatam,1949,1,1,1
15268,mandatam,1955,1,1,1
15269,mandatam,1958,2,2,2
15270,mandatam,1961,2,2,2
15271,mandatam,1965,1,1,1
15272,mandatam,1966,1,1,1
15273,mandatam,1969,1,1,1
15274,mandatam,1976,1,1,1
15275,mandatam,1978,1,1,1
15276,mandatam,1980,1,1,1
15277,mandatam,1990,2,2,1
15278,mandatam,1997,1,1,1
15279,mandatam,2006,1,1,1
15280,mandatarii,1805,2,2,2
15281,mandatarii,1812,9,5,2
15282,mandatarii,1823,1,1,1
15283,mandatarii,1839,1,1,1
15284,mandatarii,1840,3,3,3
15285,mandatarii,1841,3,2,2
15286,mandatarii,1846,4,3,3
15287,mandatarii,1851,1,1,1
15288,mandatarii,1855,1,1,1
15289,mandatarii,1857,2,1,1
15290,mandatarii,1859,1,1,1
15291,mandatarii,1861,1,1,1
15292,mandatarii,1863,6,6,6
15293,mandatarii,1865,4,2,2
15294,mandatarii,1881,1,1,1
15295,mandatarii,1883,4,2,2
15296,mandatarii,1894,3,3,2
15297,mandatarii,1896,1,1,1
15298,mandatarii,1914,4,3,2
15299,mandatarii,1924,2,2,2
15300,mandatarii,1925,8,8,6
15301,mandatarii,1926,1,1,1
15302,mandatarii,1932,1,1,1
15303,mandatarii,1942,2,2,2
15304,mandatarii,1947,1,1,1
15305,mandatarii,1952,1,1,1
15306,mandatarii,1954,2,2,1
15307,mandatarii,1959,1,1,1
15308,mandatarii,1964,1,1,1
15309,mandatarii,1972,1,1,1
15310,mandatarii,1977,1,1,1
15311,mandatarii,1979,2,1,1
15312,mandatarii,1983,1,1,1
15313,mandatarii,1986,8,7,1
15314,mandatarii,2008,1,1,1
15315,nondatabase,1983,3,2,1
15316,nondatabase,1984,2,2,2
15317,nondatabase,1985,3,3,2
15318,nondatabase,1986,1,1,1
15319,nondatabase,1989,3,3,2
15320,nondatabase,1990,4,4,3
15321,nondatabase,1991,1,1,1
15322,nondatabase,1992,5,5,5
15323,nondatabase,1993,1,1,1
15324,nondatabase,1996,2,2,1
15325,nondatabase,1998,3,3,1
15326,nondatabase,2000,8,3,2
15327,nondatabase,2001,6,6,6
15328,nondatabase,2002,11,9,7
15329,nondatabase,2003,2,2,1
15330,nondatabase,2004,2,2,2
15331,nondatabase,2005,2,2,1
15332,nondatabase,2006,1,1,1
15333,nondatabase,2007,7,5,2
15334,nondatabase,2008,4,3,3
15335,nudatas,1784,1,1,1
15336,nudatas,1806,1,1,1
15337,nudatas,1854,1,1,1
15338,nudatas,1856,4,4,4
15339,nudatas,1866,2,2,2
15340,nudatas,1878,4,4,4
15341,nudatas,1880,1,1,1
15342,nudatas,1885,2,2,2
15343,nudatas,1888,1,1,1
15344,nudatas,1892,1,1,1
15345,nudatas,1896,2,2,2
15346,nudatas,1899,1,1,1
15347,nudatas,1900,7,7,7
15348,nudatas,1904,1,1,1
15349,nudatas,1907,4,4,4
15350,nudatas,1914,2,2,2
15351,nudatas,1919,1,1,1
15352,nudatas,1925,4,4,4
15353,nudatas,1937,1,1,1
15354,nudatas,1945,1,1,1
15355,nudatas,1963,2,2,2
15356,nudatas,1967,1,1,1
15357,nudatas,1970,1,1,1
15358,nudatas,1973,1,1,1
15359,nudatas,1990,1,1,1
15360,nudatas,1993,1,1,1
15361,nudatas,2008,1,1,1
15362,token,year,frequency,pages,books
15363,pedata,1805,4,4,1
15364,pedata,1806,4,4,2
15365,pedata,1807,2,2,2
15366,pedata,1808,2,2,1
15367,pedata,1813,2,2,2
15368,pedata,1814,1,1,1
15369,pedata,1815,1,1,1
15370,pedata,1817,2,2,2
15371,pedata,1819,1,1,1
15372,pedata,1820,1,1,1
15373,pedata,1821,1,1,1
15374,pedata,1822,2,2,2
15375,pedata,1824,4,4,4
15376,pedata,1827,17,13,7
15377,pedata,1828,3,3,3
15378,pedata,1829,1,1,1
15379,pedata,1830,3,3,2
15380,pedata,1831,32,25,6
15381,pedata,1832,4,4,2
15382,pedata,1833,2,2,2
15383,pedata,1834,2,2,2
15384,pedata,1835,13,7,4
15385,pedata,1836,3,3,2
15386,pedata,1838,2,2,2
15387,pedata,1840,1,1,1
15388,pedata,1841,3,3,3
15389,pedata,1842,1,1,1
15390,pedata,1843,13,11,11
15391,pedata,1844,7,7,7
15392,pedata,1845,9,7,5
15393,pedata,1846,5,5,5
15394,pedata,1847,5,3,1
15395,pedata,1848,7,7,2
15396,pedata,1849,37,15,9
15397,pedata,1850,7,7,5
15398,pedata,1851,7,7,6
15399,pedata,1852,8,8,8
15400,pedata,1853,2,2,2
15401,pedata,1854,8,8,5
15402,pedata,1855,12,12,6
15403,pedata,1856,2,2,2
15404,pedata,1857,35,27,15
15405,pedata,1858,8,6,4
15406,pedata,1859,7,7,7
15407,pedata,1860,5,5,4
15408,pedata,1861,3,3,3
15409,pedata,1862,2,2,2
15410,pedata,1863,5,5,4
15411,pedata,1864,4,4,4
15412,pedata,1865,1,1,1
15413,pedata,1866,13,12,11
15414,pedata,1867,17,14,6
15415,pedata,1868,22,20,13
15416,pedata,1869,20,16,10
15417,pedata,1870,10,9,5
15418,pedata,1871,3,3,3
15419,pedata,1872,12,8,8
15420,pedata,1873,6,6,4
15421,pedata,1874,6,5,5
15422,pedata,1875,14,13,7
15423,pedata,1876,19,17,13
15424,pedata,1877,7,7,5
15425,pedata,1878,10,9,8
15426,pedata,1879,1,1,1
15427,pedata,1880,18,16,11
15428,pedata,1881,19,15,8
15429,pedata,1882,7,7,7
15430,pedata,1883,25,25,13
15431,pedata,1884,43,39,15
15432,pedata,1885,5,5,3
15433,pedata,1886,6,5,4
15434,pedata,1887,8,8,7
15435,pedata,1888,18,11,6
15436,pedata,1889,28,22,10
15437,pedata,1890,17,16,7
15438,pedata,1891,24,20,11
15439,pedata,1892,27,27,10
15440,pedata,1893,41,33,16
15441,pedata,1894,13,13,8
15442,pedata,1895,37,25,16
15443,pedata,1896,8,5,5
15444,pedata,1897,14,14,11
15445,pedata,1898,23,13,10
15446,pedata,1899,12,9,6
15447,pedata,1900,29,24,12
15448,pedata,1901,15,13,11
15449,pedata,1902,15,15,10
15450,pedata,1903,11,11,10
15451,pedata,1904,7,7,7
15452,pedata,1905,28,23,8
15453,pedata,1906,117,89,25
15454,pedata,1907,21,18,10
15455,pedata,1908,29,22,12
15456,pedata,1909,12,10,5
15457,pedata,1910,22,20,8
15458,pedata,1911,17,17,12
15459,pedata,1912,5,5,4
15460,pedata,1913,17,14,7
15461,pedata,1914,7,7,6
15462,pedata,1915,10,10,7
15463,pedata,1916,9,8,3
15464,pedata,1917,3,2,2
15465,pedata,1918,15,14,9
15466,pedata,1919,6,3,1
15467,pedata,1920,15,15,8
15468,pedata,1921,2,2,2
15469,pedata,1922,8,8,3
15470,pedata,1923,22,20,9
15471,pedata,1924,7,7,5
15472,pedata,1925,17,15,7
15473,pedata,1926,8,8,4
15474,pedata,1927,8,8,6
15475,pedata,1928,32,19,6
15476,pedata,1929,23,17,10
15477,pedata,1930,3,3,2
15478,pedata,1931,6,6,5
15479,pedata,1932,27,22,12
15480,pedata,1933,7,7,3
15481,pedata,1934,5,4,3
15482,pedata,1935,4,4,3
15483,pedata,1936,3,3,2
15484,pedata,1937,24,19,6
15485,pedata,1938,12,9,7
15486,pedata,1939,37,24,10
15487,pedata,1940,17,16,4
15488,pedata,1941,20,20,13
15489,pedata,1942,30,17,5
15490,pedata,1943,7,6,4
15491,pedata,1944,2,2,2
15492,pedata,1945,47,37,6
15493,pedata,1946,1,1,1
15494,pedata,1947,14,11,6
15495,pedata,1948,17,17,5
15496,pedata,1949,13,12,6
15497,pedata,1950,19,15,6
15498,pedata,1951,12,8,5
15499,pedata,1952,9,8,5
15500,pedata,1953,13,12,8
15501,pedata,1954,12,12,6
15502,pedata,1955,3,3,2
15503,pedata,1956,19,18,6
15504,pedata,1957,9,9,6
15505,pedata,1958,29,23,8
15506,pedata,1959,5,3,3
15507,pedata,1960,15,13,9
15508,pedata,1961,20,19,4
15509,pedata,1962,3,3,2
15510,pedata,1963,7,4,4
15511,pedata,1964,4,4,3
15512,pedata,1965,2,2,2
15513,pedata,1966,4,4,2
15514,pedata,1967,7,6,4
15515,pedata,1968,2,2,2
15516,pedata,1969,1,1,1
15517,pedata,1970,11,10,2
15518,pedata,1971,6,6,4
15519,pedata,1972,3,3,2
15520,pedata,1973,3,3,3
15521,pedata,1975,5,5,2
15522,pedata,1976,4,4,2
15523,pedata,1977,2,2,2
15524,pedata,1978,2,2,1
15525,pedata,1979,4,4,2
15526,pedata,1980,2,2,1
15527,pedata,1981,12,12,8
15528,pedata,1982,2,2,2
15529,pedata,1983,41,35,8
15530,pedata,1984,2,2,2
15531,pedata,1985,2,2,1
15532,pedata,1986,2,2,1
15533,pedata,1987,2,2,2
15534,pedata,1988,3,3,2
15535,pedata,1989,10,9,6
15536,pedata,1990,3,3,2
15537,pedata,1991,4,3,3
15538,pedata,1992,1,1,1
15539,pedata,1993,2,2,2
15540,pedata,1994,1,1,1
15541,pedata,1995,4,4,1
15542,pedata,1996,1,1,1
15543,pedata,1997,4,4,4
15544,pedata,1998,2,2,1
15545,pedata,1999,5,5,4
15546,pedata,2000,1,1,1
15547,pedata,2001,4,3,3
15548,pedata,2002,1,1,1
15549,pedata,2003,3,2,2
15550,pedata,2005,5,5,3
15551,pedata,2006,7,7,5
15552,pedata,2007,1,1,1
15553,pedata,2008,8,8,6
15554,seticaudata,1875,1,1,1
15555,seticaudata,1893,10,10,6
15556,seticaudata,1906,1,1,1
15557,seticaudata,1936,10,6,1
15558,seticaudata,1940,2,2,1
15559,seticaudata,1956,1,1,1
15560,seticaudata,1958,5,3,1
15561,seticaudata,1959,10,4,1
15562,seticaudata,1960,20,11,4
15563,seticaudata,1962,1,1,1
15564,seticaudata,1964,2,2,1
15565,seticaudata,1965,6,4,2
15566,seticaudata,1967,1,1,1
15567,seticaudata,1968,3,2,1
15568,seticaudata,1969,7,5,1
15569,seticaudata,1970,1,1,1
15570,seticaudata,1973,3,3,3
15571,seticaudata,1976,6,6,2
15572,seticaudata,1977,2,2,1
15573,seticaudata,1979,3,2,1
15574,seticaudata,1982,4,3,1
15575,seticaudata,1983,2,2,2
15576,seticaudata,1987,2,2,1
15577,seticaudata,1989,5,3,1
