,token,year,frequency,pages,books
6425,datal,2003,19,18,11
6426,datal,2004,13,13,11
6427,datal,2005,14,10,7
6428,datal,2006,4,4,4
6429,datal,2007,4,4,3
6430,datal,2008,1,1,1
6431,datali,1795,2,2,2
6432,datali,1796,1,1,1
6433,datali,1797,2,2,2
6434,datali,1825,2,2,2
6435,datali,1840,3,3,3
6436,datali,1841,1,1,1
6437,datali,1842,1,1,1
6438,datali,1844,1,1,1
6439,datali,1846,2,2,2
6440,datali,1847,2,2,2
6441,datali,1848,1,1,1
6442,datali,1852,1,1,1
6443,datali,1853,2,2,2
6444,datali,1856,2,2,2
6445,datali,1862,2,2,2
6446,datali,1866,3,3,3
6447,datali,1873,1,1,1
6448,datali,1878,1,1,1
6449,datali,1881,1,1,1
6450,datali,1883,1,1,1
6451,datali,1896,1,1,1
6452,datali,1898,3,3,3
6453,datali,1906,3,3,3
6454,datali,1913,2,2,2
6455,datali,1927,2,2,2
6456,datali,1958,3,3,2
6457,datali,1978,2,2,2
6458,datali,1987,1,1,1
6459,datali,1994,1,1,1
6460,datalink,1971,1,1,1
6461,datalink,1974,1,1,1
6462,datalink,1976,2,2,1
6463,datalink,1979,3,3,3
6464,datalink,1980,4,4,4
6465,datalink,1981,4,4,4
6466,datalink,1982,4,3,2
6467,datalink,1983,7,3,3
6468,datalink,1984,3,3,3
6469,datalink,1985,4,3,2
6470,datalink,1986,6,6,4
6471,datalink,1987,39,23,7
6472,datalink,1988,19,19,11
6473,datalink,1989,11,11,7
6474,datalink,1990,7,6,6
6475,datalink,1991,17,11,5
6476,datalink,1992,13,11,8
6477,datalink,1993,14,13,7
6478,datalink,1994,55,36,5
6479,datalink,1995,17,16,7
6480,datalink,1996,8,8,7
6481,datalink,1997,16,15,8
6482,datalink,1998,18,12,8
6483,datalink,1999,21,14,7
6484,datalink,2000,23,19,10
6485,datalink,2001,9,9,9
6486,datalink,2002,39,31,7
6487,datalink,2003,20,18,12
6488,datalink,2004,13,10,5
6489,datalink,2005,47,42,6
6490,datalink,2006,8,8,6
6491,datalink,2007,6,6,5
6492,datalink,2008,2,2,2
6493,dataphone,1956,1,1,1
6494,dataphone,1961,1,1,1
6495,dataphone,1963,1,1,1
6496,dataphone,1964,1,1,1
6497,dataphone,1965,1,1,1
6498,dataphone,1966,7,4,2
6499,dataphone,1968,1,1,1
6500,dataphone,1970,1,1,1
6501,dataphone,1971,3,3,3
6502,dataphone,1972,5,4,3
6503,dataphone,1973,14,13,8
6504,dataphone,1975,2,2,2
6505,dataphone,1976,1,1,1
6506,dataphone,1977,4,4,3
6507,dataphone,1978,2,1,1
6508,dataphone,1979,15,4,3
6509,dataphone,1980,6,4,3
6510,dataphone,1981,3,2,2
6511,dataphone,1982,23,12,5
6512,dataphone,1985,2,2,2
6513,dataphone,1986,1,1,1
6514,dataphone,1987,1,1,1
6515,dataphone,1988,1,1,1
6516,dataphone,1989,3,3,3
6517,dataphone,1991,1,1,1
6518,dataphone,1992,5,5,3
6519,dataphone,1993,1,1,1
6520,dataphone,1995,4,4,2
6521,dataphone,1996,1,1,1
6522,dataphone,1997,1,1,1
6523,dataphone,1999,1,1,1
6524,dataphone,2000,6,5,2
6525,datapoints,1905,2,2,2
6526,datapoints,1948,1,1,1
6527,datapoints,1957,13,10,2
6528,datapoints,1972,2,1,1
6529,datapoints,1975,1,1,1
6530,datapoints,1976,2,1,1
6531,datapoints,1979,4,4,3
6532,datapoints,1980,9,7,1
6533,datapoints,1981,4,4,4
6534,datapoints,1982,7,5,2
6535,datapoints,1983,1,1,1
6536,datapoints,1985,8,6,5
6537,datapoints,1986,3,3,3
6538,datapoints,1987,8,4,4
6539,datapoints,1988,17,8,5
6540,datapoints,1989,23,16,10
6541,datapoints,1990,15,11,9
6542,datapoints,1991,9,8,7
6543,datapoints,1992,44,23,10
6544,datapoints,1993,14,7,6
6545,datapoints,1994,36,28,10
6546,datapoints,1995,18,12,5
6547,datapoints,1996,12,10,8
6548,datapoints,1997,29,20,7
6549,datapoints,1998,3,3,2
6550,datapoints,1999,33,12,6
6551,datapoints,2000,29,20,12
6552,datapoints,2001,18,11,6
6553,datapoints,2002,14,9,5
6554,datapoints,2003,21,17,13
6555,datapoints,2004,10,9,9
6556,datapoints,2005,5,4,4
6557,datapoints,2006,24,17,6
6558,datapoints,2007,4,4,4
6559,datapoints,2008,1,1,1
6560,datarecording,1951,1,1,1
6561,datarecording,1961,1,1,1
6562,datarecording,1963,1,1,1
6563,datarecording,1964,3,3,3
6564,datarecording,1965,2,2,2
6565,datarecording,1966,2,2,2
6566,datarecording,1967,2,2,1
6567,datarecording,1968,3,3,2
6568,datarecording,1969,1,1,1
6569,datarecording,1972,1,1,1
6570,datarecording,1976,4,4,3
6571,datarecording,1977,2,2,1
6572,datarecording,1978,3,3,3
6573,datarecording,1979,2,2,2
6574,datarecording,1982,2,2,2
6575,datarecording,1983,1,1,1
6576,datarecording,1984,3,3,3
6577,datarecording,1986,1,1,1
6578,datarecording,1988,2,2,2
6579,datarecording,1989,1,1,1
6580,datarecording,1992,1,1,1
6581,datarecording,1994,4,4,3
6582,datarecording,1997,2,2,2
6583,datarecording,1999,1,1,1
6584,datarecording,2001,1,1,1
6585,datarecording,2002,2,2,2
6586,datarecording,2003,1,1,1
6587,datarecording,2005,1,1,1
6588,datarecording,2008,2,2,2
6589,dataset,1899,61,33,4
6590,dataset,1905,26,18,7
6591,dataset,1942,15,5,1
6592,dataset,1952,5,5,2
6593,dataset,1955,2,2,1
6594,dataset,1961,17,12,2
6595,dataset,1968,40,22,2
6596,dataset,1969,24,10,3
6597,dataset,1970,3,2,1
6598,dataset,1971,3,3,3
6599,dataset,1972,11,5,1
6600,dataset,1973,8,3,3
6601,dataset,1974,331,119,12
6602,dataset,1975,4,3,3
6603,dataset,1976,141,33,5
6604,dataset,1977,27,16,11
6605,dataset,1978,47,25,7
6606,dataset,1979,112,55,17
6607,dataset,1980,111,65,16
6608,dataset,1981,150,80,11
6609,dataset,1982,230,91,12
6610,dataset,1983,90,64,20
6611,dataset,1984,113,70,19
6612,dataset,1985,33,30,20
6613,dataset,1986,87,60,31
6614,dataset,1987,228,159,32
6615,dataset,1988,95,76,38
6616,dataset,1989,323,195,56
6617,dataset,1990,1120,395,51
6618,dataset,1991,497,233,47
6619,dataset,1992,220,159,53
6620,dataset,1993,853,434,78
6621,dataset,1994,230,166,78
6622,dataset,1995,587,351,86
6623,dataset,1996,754,413,90
6624,dataset,1997,836,509,105
6625,dataset,1998,511,342,97
6626,dataset,1999,920,523,112
6627,dataset,2000,723,467,121
6628,dataset,2001,985,591,137
6629,dataset,2002,2224,1065,155
6630,dataset,2003,1316,789,134
6631,dataset,2004,1180,739,139
6632,dataset,2005,2081,1054,171
6633,dataset,2006,1454,971,215
6634,dataset,2007,1646,978,192
6635,dataset,2008,1705,938,103
6636,datatype,1899,4,2,1
6637,datatype,1905,22,21,6
6638,datatype,1925,1,1,1
6639,datatype,1934,1,1,1
6640,datatype,1961,1,1,1
6641,datatype,1968,1,1,1
6642,datatype,1971,2,2,2
6643,datatype,1974,1,1,1
6644,datatype,1975,1,1,1
6645,datatype,1976,32,22,2
6646,datatype,1977,2,2,1
6647,datatype,1978,12,11,8
6648,datatype,1979,4,4,1
6649,datatype,1980,11,8,3
6650,datatype,1981,1,1,1
6651,datatype,1982,4,4,3
6652,datatype,1983,7,5,4
6653,datatype,1984,17,14,5
6654,datatype,1985,10,9,6
6655,datatype,1986,37,30,9
6656,datatype,1987,74,48,12
6657,datatype,1988,21,15,11
6658,datatype,1989,21,18,12
6659,datatype,1990,105,64,16
6660,datatype,1991,82,63,16
6661,datatype,1992,47,30,16
6662,datatype,1993,50,37,17
6663,datatype,1994,50,33,17
6664,datatype,1995,60,45,21
6665,datatype,1996,109,89,21
6666,datatype,1997,135,73,15
6667,datatype,1998,48,30,9
6668,datatype,1999,236,127,19
6669,datatype,2000,389,220,22
6670,datatype,2001,515,287,32
6671,datatype,2002,1216,573,36
6672,datatype,2003,426,225,30
6673,datatype,2004,216,124,24
6674,datatype,2005,181,120,18
6675,datatype,2006,453,220,26
6676,datatype,2007,153,83,22
6677,datatype,2008,649,236,18
6678,ejidatarios,1928,4,4,1
6679,ejidatarios,1933,57,38,1
6680,ejidatarios,1934,2,2,2
6681,ejidatarios,1935,94,49,7
6682,ejidatarios,1936,4,4,2
6683,ejidatarios,1937,1935,877,5
6684,ejidatarios,1938,3,3,3
6685,ejidatarios,1939,132,98,5
6686,ejidatarios,1940,44,31,3
6687,ejidatarios,1941,15,13,4
6688,ejidatarios,1942,18,16,5
6689,ejidatarios,1943,2,2,2
6690,ejidatarios,1944,37,21,6
6691,ejidatarios,1945,11,11,5
6692,ejidatarios,1946,9,4,2
6693,ejidatarios,1947,10,6,3
6694,ejidatarios,1948,4,4,1
6695,ejidatarios,1949,3,3,1
6696,ejidatarios,1950,83,51,12
6697,ejidatarios,1951,125,72,11
6698,ejidatarios,1952,20,13,5
6699,ejidatarios,1953,6,4,4
6700,ejidatarios,1954,2,2,2
6701,ejidatarios,1955,4,4,2
6702,ejidatarios,1956,12,11,2
6703,ejidatarios,1957,2,2,2
6704,ejidatarios,1958,99,64,2
6705,ejidatarios,1959,18,12,2
6706,ejidatarios,1960,3,2,1
6707,ejidatarios,1961,119,91,8
6708,ejidatarios,1962,11,8,4
6709,ejidatarios,1963,67,52,13
6710,ejidatarios,1964,140,97,12
6711,ejidatarios,1965,53,31,10
6712,ejidatarios,1966,83,46,12
6713,ejidatarios,1967,67,38,6
6714,ejidatarios,1968,27,24,11
6715,ejidatarios,1969,28,22,11
6716,ejidatarios,1970,350,182,20
6717,ejidatarios,1971,41,32,8
6718,ejidatarios,1972,38,32,11
6719,ejidatarios,1973,29,23,12
6720,ejidatarios,1974,165,114,12
6721,ejidatarios,1975,38,22,12
6722,ejidatarios,1976,139,63,5
6723,ejidatarios,1977,31,22,10
6724,ejidatarios,1978,22,16,8
6725,ejidatarios,1979,38,18,8
6726,ejidatarios,1980,189,96,10
6727,ejidatarios,1981,320,163,17
6728,ejidatarios,1982,88,53,9
6729,ejidatarios,1983,176,99,11
6730,ejidatarios,1984,57,37,12
6731,ejidatarios,1985,122,51,5
6732,ejidatarios,1986,171,75,10
6733,ejidatarios,1987,45,28,10
6734,ejidatarios,1988,49,34,6
6735,ejidatarios,1989,51,30,8
6736,ejidatarios,1990,42,30,7
6737,ejidatarios,1991,41,29,7
6738,ejidatarios,1992,27,16,6
6739,ejidatarios,1993,257,146,13
6740,ejidatarios,1994,40,29,13
6741,ejidatarios,1995,314,75,8
6742,ejidatarios,1996,66,40,15
6743,ejidatarios,1997,35,23,8
6744,ejidatarios,1998,137,90,12
6745,ejidatarios,1999,35,25,6
6746,ejidatarios,2000,83,27,7
6747,ejidatarios,2001,46,25,5
6748,ejidatarios,2002,8,5,4
6749,ejidatarios,2003,118,79,2
6750,ejidatarios,2004,39,24,7
6751,ejidatarios,2005,15,9,4
6752,ejidatarios,2006,96,18,2
6753,ejidatarios,2007,45,27,3
6754,ejidatarios,2008,1,1,1
6755,emendatas,1752,1,1,1
6756,emendatas,1769,2,2,2
6757,emendatas,1777,1,1,1
6758,emendatas,1783,1,1,1
6759,emendatas,1808,2,2,2
6760,emendatas,1810,5,5,5
6761,emendatas,1812,9,9,6
6762,emendatas,1818,4,4,4
6763,emendatas,1820,2,2,2
6764,emendatas,1821,4,4,4
6765,emendatas,1824,1,1,1
6766,emendatas,1827,1,1,1
6767,emendatas,1829,1,1,1
6768,emendatas,1837,1,1,1
6769,emendatas,1857,4,4,4
6770,emendatas,1859,3,3,3
6771,emendatas,1861,1,1,1
6772,emendatas,1863,3,3,3
6773,emendatas,1870,2,2,2
6774,emendatas,1878,3,3,3
6775,emendatas,1887,2,2,2
6776,emendatas,1897,1,1,1
6777,emendatas,1898,3,3,2
6778,emendatas,1918,3,3,3
6779,emendatas,1922,2,2,2
6780,emendatas,1924,1,1,1
6781,emendatas,1931,5,5,3
6782,emendatas,1934,1,1,1
6783,emendatas,1955,2,2,1
6784,emendatas,1960,1,1,1
6785,emendatas,1962,1,1,1
6786,emendatas,1975,1,1,1
6787,emendatas,1996,1,1,1
6788,emendatas,1997,1,1,1
6789,emendatas,2007,2,2,2
6790,feudataries,1750,2,2,2
6791,feudataries,1751,1,1,1
6792,feudataries,1759,2,2,1
6793,feudataries,1771,5,5,4
6794,feudataries,1776,7,7,4
6795,feudataries,1788,3,3,3
6796,feudataries,1789,3,3,3
6797,feudataries,1805,1,1,1
6798,feudataries,1806,1,1,1
6799,feudataries,1807,1,1,1
6800,feudataries,1811,12,12,11
6801,feudataries,1816,2,2,2
6802,feudataries,1818,6,6,1
6803,feudataries,1819,7,7,2
6804,feudataries,1821,1,1,1
6805,feudataries,1822,17,17,8
6806,feudataries,1824,8,8,2
6807,feudataries,1826,6,6,2
6808,feudataries,1827,9,9,9
6809,feudataries,1831,1,1,1
6810,feudataries,1835,1,1,1
6811,feudataries,1836,3,2,1
6812,feudataries,1837,12,12,7
6813,feudataries,1839,4,4,4
6814,feudataries,1840,3,3,2
6815,feudataries,1841,4,2,2
6816,feudataries,1842,1,1,1
6817,feudataries,1846,5,5,5
6818,feudataries,1848,7,7,4
6819,feudataries,1850,128,116,11
6820,feudataries,1852,4,3,3
6821,feudataries,1853,31,31,8
6822,feudataries,1854,6,6,4
6823,feudataries,1855,9,9,2
6824,feudataries,1856,2,2,1
6825,feudataries,1860,19,19,5
6826,feudataries,1863,13,13,3
6827,feudataries,1864,16,16,5
6828,feudataries,1866,10,10,3
6829,feudataries,1868,12,12,4
6830,feudataries,1869,8,8,3
6831,feudataries,1870,8,8,2
6832,feudataries,1872,31,31,7
6833,feudataries,1873,3,3,3
6834,feudataries,1875,2,2,2
6835,feudataries,1876,3,3,3
6836,feudataries,1877,1,1,1
6837,feudataries,1878,16,16,3
6838,feudataries,1880,16,16,3
6839,feudataries,1882,14,14,3
6840,feudataries,1884,3,3,3
6841,feudataries,1885,1,1,1
6842,feudataries,1886,4,4,4
6843,feudataries,1887,25,21,5
6844,feudataries,1888,10,10,3
6845,feudataries,1889,1,1,1
6846,feudataries,1890,1,1,1
6847,feudataries,1891,1,1,1
6848,feudataries,1892,1,1,1
6849,feudataries,1895,2,2,2
6850,feudataries,1899,1,1,1
6851,feudataries,1902,11,11,5
6852,feudataries,1904,2,2,2
6853,feudataries,1906,5,5,2
6854,feudataries,1911,4,4,4
6855,feudataries,1913,1,1,1
6856,feudataries,1922,2,2,2
6857,feudataries,1924,11,10,1
6858,feudataries,1925,1,1,1
6859,feudataries,1929,1,1,1
6860,feudataries,1931,1,1,1
6861,feudataries,1936,7,5,1
6862,feudataries,1940,25,23,2
6863,feudataries,1941,1,1,1
6864,feudataries,1951,1,1,1
6865,feudataries,1952,4,4,1
6866,feudataries,1953,1,1,1
6867,feudataries,1957,1,1,1
6868,feudataries,1961,2,2,2
6869,feudataries,1976,2,2,1
6870,feudataries,1977,1,1,1
6871,feudataries,1978,2,2,1
6872,feudataries,1988,1,1,1
6873,feudataries,1989,4,4,3
6874,feudataries,1995,1,1,1
6875,feudataries,1999,1,1,1
6876,feudataries,2002,1,1,1
6877,fundatam,1730,2,2,1
6878,fundatam,1752,1,1,1
6879,fundatam,1757,2,2,2
6880,fundatam,1762,1,1,1
6881,fundatam,1771,1,1,1
6882,fundatam,1775,1,1,1
6883,fundatam,1783,2,2,2
6884,fundatam,1786,3,3,2
6885,fundatam,1788,1,1,1
6886,fundatam,1796,2,2,2
6887,fundatam,1798,1,1,1
6888,fundatam,1800,1,1,1
6889,fundatam,1801,1,1,1
6890,fundatam,1802,2,2,2
6891,fundatam,1804,2,2,2
6892,fundatam,1805,3,3,3
6893,fundatam,1808,3,3,3
6894,fundatam,1810,1,1,1
6895,fundatam,1812,2,2,2
6896,fundatam,1813,1,1,1
6897,fundatam,1814,1,1,1
6898,fundatam,1815,1,1,1
6899,fundatam,1816,1,1,1
6900,fundatam,1817,1,1,1
6901,fundatam,1818,6,6,4
6902,fundatam,1820,8,8,7
6903,fundatam,1821,1,1,1
6904,fundatam,1822,5,5,5
6905,fundatam,1823,5,5,5
6906,fundatam,1824,8,8,8
6907,fundatam,1825,1,1,1
6908,fundatam,1826,1,1,1
6909,fundatam,1827,2,2,2
6910,fundatam,1828,9,9,5
6911,fundatam,1829,2,2,2
6912,fundatam,1831,2,2,2
6913,fundatam,1832,1,1,1
6914,fundatam,1833,1,1,1
6915,fundatam,1834,5,5,5
6916,fundatam,1835,1,1,1
6917,fundatam,1836,5,5,5
6918,fundatam,1837,1,1,1
6919,fundatam,1838,2,2,2
6920,fundatam,1839,3,3,2
6921,fundatam,1840,2,2,2
6922,fundatam,1841,7,7,7
6923,fundatam,1842,2,2,2
6924,fundatam,1843,2,2,2
6925,fundatam,1845,11,11,5
6926,fundatam,1846,7,7,5
6927,fundatam,1847,4,4,4
6928,fundatam,1848,6,6,6
6929,fundatam,1849,1,1,1
6930,fundatam,1850,8,8,8
6931,fundatam,1851,1,1,1
6932,fundatam,1852,6,6,6
6933,fundatam,1853,6,6,6
6934,fundatam,1854,1,1,1
6935,fundatam,1855,3,3,3
6936,fundatam,1856,1,1,1
6937,fundatam,1857,5,5,5
6938,fundatam,1858,1,1,1
6939,fundatam,1859,2,2,2
6940,fundatam,1860,10,10,10
6941,fundatam,1861,10,10,10
6942,fundatam,1863,1,1,1
6943,fundatam,1864,14,14,14
6944,fundatam,1866,1,1,1
6945,fundatam,1867,3,3,3
6946,fundatam,1869,5,5,5
6947,fundatam,1870,6,6,6
6948,fundatam,1871,7,7,7
6949,fundatam,1872,9,9,6
6950,fundatam,1873,1,1,1
6951,fundatam,1874,10,10,8
6952,fundatam,1875,11,11,11
6953,fundatam,1876,6,6,5
6954,fundatam,1877,3,3,3
6955,fundatam,1878,5,5,3
6956,fundatam,1879,6,4,3
6957,fundatam,1880,7,7,7
6958,fundatam,1881,3,3,3
6959,fundatam,1882,5,5,5
6960,fundatam,1884,9,9,6
6961,fundatam,1885,10,7,7
6962,fundatam,1886,2,2,2
6963,fundatam,1887,8,8,4
6964,fundatam,1888,3,3,3
6965,fundatam,1889,2,2,2
6966,fundatam,1890,4,4,4
6967,fundatam,1891,1,1,1
6968,fundatam,1892,2,2,2
6969,fundatam,1893,3,3,2
6970,fundatam,1894,9,9,3
6971,fundatam,1895,4,4,4
6972,fundatam,1896,7,7,5
6973,fundatam,1897,2,2,2
6974,fundatam,1898,1,1,1
6975,fundatam,1899,12,11,11
6976,fundatam,1900,3,3,3
6977,fundatam,1901,7,7,7
6978,fundatam,1902,1,1,1
6979,fundatam,1903,7,7,6
6980,fundatam,1906,1,1,1
6981,fundatam,1907,1,1,1
6982,fundatam,1908,1,1,1
6983,fundatam,1911,2,1,1
6984,fundatam,1912,3,3,3
6985,fundatam,1914,1,1,1
6986,fundatam,1915,1,1,1
6987,fundatam,1916,2,2,2
6988,fundatam,1917,1,1,1
6989,fundatam,1918,2,2,2
6990,fundatam,1920,1,1,1
6991,fundatam,1921,3,3,2
6992,fundatam,1924,8,8,7
6993,fundatam,1925,10,6,6
6994,fundatam,1927,3,3,3
6995,fundatam,1928,3,3,3
6996,fundatam,1930,3,3,2
6997,fundatam,1931,2,2,2
6998,fundatam,1932,9,9,3
6999,fundatam,1933,5,5,5
7000,fundatam,1935,1,1,1
7001,fundatam,1936,2,2,2
7002,fundatam,1937,1,1,1
7003,fundatam,1938,3,3,3
7004,fundatam,1940,2,2,2
7005,fundatam,1941,1,1,1
7006,fundatam,1942,6,6,6
7007,fundatam,1943,2,2,1
7008,fundatam,1946,2,2,1
7009,fundatam,1948,2,2,2
7010,fundatam,1950,3,3,2
7011,fundatam,1951,1,1,1
7012,fundatam,1952,1,1,1
7013,fundatam,1955,1,1,1
7014,fundatam,1956,3,3,3
7015,fundatam,1957,1,1,1
7016,fundatam,1958,1,1,1
7017,fundatam,1959,1,1,1
7018,fundatam,1960,1,1,1
7019,fundatam,1961,1,1,1
7020,fundatam,1963,1,1,1
7021,fundatam,1964,2,2,1
7022,fundatam,1965,4,4,1
7023,fundatam,1966,3,3,1
7024,fundatam,1967,2,2,2
7025,fundatam,1968,1,1,1
7026,fundatam,1969,3,2,1
7027,fundatam,1970,1,1,1
7028,fundatam,1972,2,2,2
7029,fundatam,1973,1,1,1
7030,fundatam,1974,2,2,2
7031,fundatam,1975,1,1,1
7032,fundatam,1978,2,2,2
7033,fundatam,1980,1,1,1
7034,fundatam,1981,1,1,1
7035,fundatam,1984,2,2,2
7036,fundatam,1985,1,1,1
7037,fundatam,1998,1,1,1
7038,fundatam,1999,1,1,1
7039,fundatam,2000,2,2,1
7040,fundatam,2001,1,1,1
7041,fundatam,2007,1,1,1
7042,guidata,1805,2,2,2
7043,guidata,1822,5,5,5
7044,guidata,1835,1,1,1
7045,guidata,1840,3,3,3
7046,guidata,1847,1,1,1
7047,guidata,1850,1,1,1
7048,guidata,1854,1,1,1
7049,guidata,1860,1,1,1
7050,guidata,1863,1,1,1
7051,guidata,1864,2,2,2
7052,guidata,1865,1,1,1
7053,guidata,1866,1,1,1
7054,guidata,1867,1,1,1
7055,guidata,1870,1,1,1
7056,guidata,1871,1,1,1
7057,guidata,1872,9,9,9
7058,guidata,1873,2,1,1
7059,guidata,1874,1,1,1
7060,guidata,1876,1,1,1
7061,guidata,1877,2,1,1
7062,guidata,1880,2,2,2
7063,guidata,1884,10,8,8
7064,guidata,1887,1,1,1
7065,guidata,1889,1,1,1
7066,guidata,1890,4,4,4
7067,guidata,1893,1,1,1
7068,guidata,1894,3,3,3
7069,guidata,1896,1,1,1
7070,guidata,1897,2,1,1
7071,guidata,1898,2,2,2
7072,guidata,1899,2,2,2
7073,guidata,1900,2,2,1
7074,guidata,1901,1,1,1
7075,guidata,1902,3,3,3
7076,guidata,1903,1,1,1
7077,guidata,1904,6,6,6
7078,guidata,1905,2,2,2
7079,guidata,1906,2,2,2
7080,guidata,1907,2,1,1
7081,guidata,1908,1,1,1
7082,guidata,1909,2,2,2
7083,guidata,1911,1,1,1
7084,guidata,1912,2,2,1
7085,guidata,1913,2,2,2
7086,guidata,1914,1,1,1
7087,guidata,1915,2,2,2
7088,guidata,1920,1,1,1
7089,guidata,1921,5,5,5
7090,guidata,1924,1,1,1
7091,guidata,1935,1,1,1
7092,guidata,1941,1,1,1
7093,guidata,1947,2,2,2
7094,guidata,1953,1,1,1
7095,guidata,1954,2,2,2
7096,guidata,1956,3,3,3
7097,guidata,1958,2,2,2
7098,guidata,1961,3,3,2
7099,guidata,1962,1,1,1
7100,guidata,1963,1,1,1
7101,guidata,1965,2,2,2
7102,guidata,1966,3,3,3
7103,guidata,1968,1,1,1
7104,guidata,1969,4,4,4
7105,guidata,1970,2,2,2
7106,guidata,1971,1,1,1
7107,guidata,1975,1,1,1
7108,guidata,1976,1,1,1
7109,guidata,1978,2,2,2
7110,guidata,1979,2,2,2
7111,guidata,1984,1,1,1
7112,guidata,1985,1,1,1
7113,guidata,1988,1,1,1
7114,guidata,1991,6,4,2
7115,guidata,1992,2,2,1
7116,guidata,1993,2,2,1
7117,guidata,1994,1,1,1
7118,guidata,2005,3,3,2
7119,guidata,2007,2,2,2
7120,token,year,frequency,pages,books
7121,mandataque,1788,2,2,2
7122,mandataque,1807,3,3,3
7123,mandataque,1809,1,1,1
7124,mandataque,1810,1,1,1
7125,mandataque,1811,3,3,3
7126,mandataque,1815,2,2,2
7127,mandataque,1817,1,1,1
7128,mandataque,1820,1,1,1
7129,mandataque,1822,3,3,3
7130,mandataque,1828,5,5,5
7131,mandataque,1832,1,1,1
7132,mandataque,1835,3,3,2
7133,mandataque,1837,1,1,1
7134,mandataque,1839,1,1,1
7135,mandataque,1844,2,2,2
7136,mandataque,1846,1,1,1
7137,mandataque,1847,1,1,1
7138,mandataque,1852,4,4,4
7139,mandataque,1858,1,1,1
7140,mandataque,1859,2,2,1
7141,mandataque,1864,1,1,1
7142,mandataque,1871,1,1,1
7143,mandataque,1874,1,1,1
7144,mandataque,1883,1,1,1
7145,mandataque,1911,3,3,2
7146,mandataque,1912,1,1,1
7147,mandataque,1914,2,2,2
7148,mandataque,1918,1,1,1
7149,mandataque,1919,1,1,1
7150,mandataque,1920,1,1,1
7151,mandataque,1924,1,1,1
7152,mandataque,1925,1,1,1
7153,mandataque,1928,1,1,1
7154,mandataque,1931,2,2,1
7155,mandataque,1932,2,2,2
7156,mandataque,1935,2,2,2
7157,mandataque,1940,3,3,3
7158,mandataque,1948,1,1,1
7159,mandataque,1949,2,2,2
7160,mandataque,1955,1,1,1
7161,mandataque,1956,1,1,1
7162,mandataque,1957,1,1,1
7163,mandataque,1966,2,2,2
7164,mandataque,1969,1,1,1
7165,mandataque,1971,1,1,1
7166,mandataque,1978,1,1,1
7167,mandataque,1997,1,1,1
7168,mandataque,2002,1,1,1
7169,pyramidata,1761,1,1,1
7170,pyramidata,1797,1,1,1
7171,pyramidata,1804,1,1,1
7172,pyramidata,1805,2,2,1
7173,pyramidata,1806,1,1,1
7174,pyramidata,1807,3,3,2
7175,pyramidata,1809,7,7,7
7176,pyramidata,1813,5,5,3
7177,pyramidata,1814,1,1,1
7178,pyramidata,1816,2,2,1
7179,pyramidata,1818,8,8,8
7180,pyramidata,1819,3,3,3
7181,pyramidata,1821,4,4,4
7182,pyramidata,1822,1,1,1
7183,pyramidata,1824,5,5,5
7184,pyramidata,1825,5,5,5
7185,pyramidata,1826,4,4,3
7186,pyramidata,1827,1,1,1
7187,pyramidata,1828,6,6,4
7188,pyramidata,1831,5,5,5
7189,pyramidata,1832,15,15,10
7190,pyramidata,1833,10,10,7
7191,pyramidata,1834,2,2,1
7192,pyramidata,1835,1,1,1
7193,pyramidata,1836,4,4,4
7194,pyramidata,1837,2,2,2
7195,pyramidata,1838,3,3,2
7196,pyramidata,1839,2,2,1
7197,pyramidata,1840,2,2,1
7198,pyramidata,1841,1,1,1
7199,pyramidata,1842,1,1,1
7200,pyramidata,1844,1,1,1
7201,pyramidata,1846,9,9,6
7202,pyramidata,1847,1,1,1
7203,pyramidata,1848,5,4,3
7204,pyramidata,1849,10,10,9
7205,pyramidata,1850,12,10,8
7206,pyramidata,1851,5,5,5
7207,pyramidata,1852,9,9,9
7208,pyramidata,1853,2,2,1
7209,pyramidata,1854,3,3,2
7210,pyramidata,1855,12,12,8
7211,pyramidata,1856,3,3,2
7212,pyramidata,1857,5,5,2
7213,pyramidata,1859,5,5,3
7214,pyramidata,1860,4,4,3
7215,pyramidata,1861,1,1,1
7216,pyramidata,1862,7,7,5
7217,pyramidata,1863,6,6,4
7218,pyramidata,1865,3,3,3
7219,pyramidata,1866,2,2,1
7220,pyramidata,1867,3,3,3
7221,pyramidata,1868,3,3,3
7222,pyramidata,1869,5,5,3
7223,pyramidata,1870,12,12,6
7224,pyramidata,1871,7,7,4
7225,pyramidata,1872,11,9,7
7226,pyramidata,1873,28,21,8
7227,pyramidata,1874,12,12,9
7228,pyramidata,1875,4,4,3
7229,pyramidata,1877,1,1,1
7230,pyramidata,1878,3,3,3
7231,pyramidata,1879,23,21,10
7232,pyramidata,1880,7,6,4
7233,pyramidata,1881,2,2,1
7234,pyramidata,1882,2,2,2
7235,pyramidata,1883,11,11,8
7236,pyramidata,1884,8,8,8
7237,pyramidata,1885,8,8,5
7238,pyramidata,1886,5,5,3
7239,pyramidata,1887,11,10,7
7240,pyramidata,1888,54,30,9
7241,pyramidata,1889,5,5,5
7242,pyramidata,1890,4,4,4
7243,pyramidata,1891,2,2,2
7244,pyramidata,1892,4,4,3
7245,pyramidata,1893,1,1,1
7246,pyramidata,1894,4,4,3
7247,pyramidata,1895,13,13,8
7248,pyramidata,1896,4,3,3
